"","","","f1"
"696",0.16,-0.53,-0.944498163397448
"697",2.18,-0.63,-2.94849816339745
"698",1.5,0.24,2.35299816339745
"699",1.09,0.36,1.89499816339745
"700",2.94,-0.59,-3.71729816339745
"701",-0.59,-0.15,-0.112650603105335
"702",2.9,0.11,3.83749816339745
"703",1.46,-0.89,-2.09329816339745
"704",2.81,-0.2,-3.50539816339745
"705",2.69,0.66,3.50099816339745
"706",2.41,-0.63,-3.17849816339745
"707",1.79,0.37,2.59229816339745
"708",-0.29,-0.04,-0.0255787105211828
"709",1.25,-0.21,-1.95129816339745
"710",3.17,0.31,3.99149816339745
"711",2.22,0.65,3.02789816339745
"712",-0.69,-0.12,-0.0459524590571947
"713",2.04,0.12,2.96979816339745
"714",2.24,0.43,3.03029816339745
"715",0.27,-0.43,-1.05049816339745
"716",0.88,0.54,1.66699816339745
"717",3.02,-0.49,-3.80529816339745
"718",1.82,-0.46,-2.60379816339745
"719",0.2,0.58,0.991798163397448
"720",0.4,-0.47,-1.18449816339745
"721",2.31,0.72,3.14379816339745
"722",0.46,-0.62,-1.23099816339745
"723",3.02,0.85,3.92789816339745
"724",0.46,-0.26,-1.18779816339745
"725",0.31,-0.12,-0.950998163397448
"726",-0.42,0.79,0.696870306250042
"727",2.9,-0.74,-3.62779816339745
"728",1.79,0.23,2.64829816339745
"729",1.07,-0.28,-1.80699816339745
"730",2.61,0.42,3.40179816339745
"731",1.71,-0.22,-2.41699816339745
"732",3.05,0.67,3.86429816339745
"733",0.09,-0.24,-0.807798163397448
"734",2.96,0.63,3.76229816339745
"735",3.04,-0.27,-3.77249816339745
"736",-0.52,-0.67,-0.334209200033581
"737",2.31,-0.65,-3.07289816339745
"738",1.3,-0.53,-2.08449816339745
"739",2.28,-0.11,-2.91329816339745
"740",3.27,0.43,4.06029816339745
"741",-0.8,-0.31,-0.0567048475497165
"742",0.1,-0.82,-0.782998163397448
"743",2.4,-0.47,-3.18449816339745
"744",1.01,-0.22,-1.71699816339745
"745",2.83,0.63,3.63229816339745
"746",-0.25,-0.37,-0.485433582732553
"747",1.53,0.34,2.34099816339745
"748",2.69,-0.22,-3.39699816339745
"749",2.33,0.21,3.19949816339745
"750",1.38,0.88,2.30979816339745
"751",2.63,-0.87,-3.27849816339745
"752",2.71,-0.29,-3.45129816339745
"753",1.29,0.83,2.18429816339745
"754",1.82,-0.69,-2.56929816339745
"755",0.09,0.55,0.877898163397448
"756",3.12,0.32,3.93779816339745
"757",2.58,-0.35,-3.34289816339745
"758",0.8,0.89,1.73749816339745
"759",2.31,0.17,3.20429816339745
"760",0.67,-0.78,-1.37699816339745
"761",0.94,0.2,1.81539816339745
"762",2.71,-0.36,-3.47579816339745
"763",2.68,0.75,3.52789816339745
"764",3.03,-0.88,-3.67099816339745
"765",0.41,-0.33,-1.16649816339745
"766",1.25,-0.57,-2.03049816339745
"767",1.87,-0.64,-2.63579816339745
"768",1.97,-0.81,-2.65929816339745
"769",3.08,0.56,3.86899816339745
"770",1.28,0.15,2.18789816339745
"771",-0.04,-0.3,-0.680177316257542
"772",2.69,-0.15,-3.35289816339745
"773",1.87,-0.88,-2.51099816339745
"774",1.61,0.67,2.42429816339745
"775",2.54,-0.45,-3.32289816339745
"776",1.35,-0.15,-2.01289816339745
"777",0.69,0.3,1.51539816339745
"778",2.89,0.77,3.74829816339745
"779",0.04,0.73,0.878298163397448
"780",1.75,-0.61,-2.52329816339745
"781",3.06,0.54,3.84699816339745
"782",3.38,0.5,4.16539816339745
"783",3.25,-0.54,-4.03379816339745
"784",1.41,-0.76,-2.12779816339745
"785",2.53,0.85,3.43789816339745
"786",0.22,-0.8,-0.915398163397448
"787",-0.4,-0.7,-0.432050881104042
"788",1.37,-0.38,-2.14099816339745
"789",2.8,0.29,3.62949816339745
"790",1.05,0.71,1.87949816339745
"791",1.98,0.34,2.79099816339745
"792",2.64,0.28,3.47379816339745
"793",1.51,0.27,2.34829816339745
"794",-0.15,-0.81,-0.589014567830965
"795",-0.44,-0.25,-0.258310806536338
"796",-0.5,-0.23,-0.213032886592072
"797",2.06,0.25,2.90789816339745
"798",2.17,-0.51,-2.95529816339745
"799",2.38,0.17,3.27429816339745
"800",0.37,0.73,1.20829816339745
"801",0.66,0.57,1.45029816339745
"802",2.65,0.37,3.45229816339745
"803",1.16,0.26,2.00299816339745
"804",2.33,-0.36,-3.09579816339745
"805",0.39,-0.4,-1.16539816339745
"806",1.11,-0.74,-1.83779816339745
"807",0.37,0.83,1.26429816339745
"808",0.26,0.72,1.09379816339745
"809",0.13,0.46,0.916998163397448
"810",2.27,0.31,3.09149816339745
"811",2.87,0.83,3.76429816339745
"812",-0.31,-0.51,-0.502939814135625
"813",0.08,0.59,0.873498163397448
"814",1.29,0.29,2.11949816339745
"815",1.94,-0.19,-2.62929816339745
"816",0.61,0.11,1.54749816339745
"817",0.32,0.66,1.13099816339745
"818",-0.2,0.47,0.584353902902343
"819",2.79,0.77,3.64829816339745
"820",1.32,0.35,2.12789816339745
"821",1.76,0.14,2.67499816339745
"822",1.73,0.42,2.52179816339745
"823",1.26,-0.82,-1.94299816339745
"824",-0.17,0.47,0.611867401643711
"825",2.48,0.23,3.33829816339745
"826",0.07,-0.16,-0.739798163397448
"827",3.02,-0.62,-3.79099816339745
"828",-0.19,0.51,0.609045502454221
"829",1.35,-0.25,-2.07289816339745
"830",2.16,0.63,2.96229816339745
"831",0.83,0.32,1.64779816339745
"832",-0.29,-0.47,-0.506245603460542
"833",2.4,0.49,3.18549816339745
"834",3.13,0.67,3.94429816339745
"835",-0.73,-0.03,0.0326474324004597
"836",0.42,0.41,1.21349816339745
"837",0.98,-0.43,-1.76049816339745
"838",2.51,-0.83,-3.18649816339745
"839",-0.39,0.05,0.0751627140808691
"840",1.87,0.56,2.65899816339745
"841",0.13,0.64,0.934998163397448
"842",0.32,0.44,1.10899816339745
"843",1.09,0.57,1.88029816339745
"844",2.57,0.46,3.35699816339745
"845",2.03,-0.82,-2.71299816339745
"846",2.08,0.87,3.00229816339745
"847",1.53,0.6,2.32539816339745
"848",1.81,-0.29,-2.55129816339745
"849",-0.16,-0.68,-0.630422797662419
"850",-0.24,-0.71,-0.560179670979695
"851",3.03,0.27,3.86829816339745
"852",2.18,-0.2,-2.87539816339745
"853",-0.18,-0.4,-0.570205444320204
"854",3.16,0.74,4.00299816339745
"855",0.33,0.38,1.12979816339745
"856",0.24,0.89,1.17749816339745
"857",0.49,-0.83,-1.16649816339745
"858",1.12,-0.37,-1.88849816339745
"859",-0.33,-0.64,-0.498932939331855
"860",0.84,0.77,1.69829816339745
"861",1.03,0.75,1.87789816339745
"862",0.03,-0.71,-0.771298163397448
"863",0.29,0.58,1.08179816339745
"864",3.05,-0.13,-3.69849816339745
"865",1.63,0.82,2.51779816339745
"866",1.38,-0.67,-2.13649816339745
"867",0.17,-0.43,-0.950498163397448
"868",0.08,-0.14,-0.735798163397448
"869",1.33,0.81,2.21149816339745
"870",2.67,0.31,3.49149816339745
"871",0.9,0.35,1.70789816339745
"872",2.07,-0.77,-2.78249816339745
"873",-0.75,0,0.0625
"874",2.27,0.47,3.05629816339745
"875",1.61,-0.15,-2.27289816339745
"876",1.82,0.12,2.74979816339745
"877",3.29,0.33,4.10429816339745
"878",0.51,0.6,1.30539816339745
"879",-0.46,0.01,0.0124591706078027
"880",-0.75,-0.17,-0.0390754733534031
"881",1.87,0.63,2.67229816339745
"882",0.61,-0.3,-1.35539816339745
"883",1.14,0.61,1.93749816339745
"884",2.59,0.61,3.38749816339745
"885",-0.7,-0.4,-0.165798831953117
"886",3.31,0.48,4.09579816339745
"887",2.71,-0.49,-3.49529816339745
"888",0.95,-0.31,-1.69929816339745
"889",2.43,0.75,3.27789816339745
"890",2.51,0.25,3.35789816339745
"891",-0.35,0.65,0.595186325925988
"892",0.33,-0.61,-1.10329816339745
"893",0.8,0.53,1.58629816339745
"894",0.36,-0.11,-0.993298163397448
"895",-0.16,-0.62,-0.639433449251703
"896",3.34,-0.41,-4.11729816339745
"897",0.75,-0.13,-1.39849816339745
"898",2.6,0.41,3.39349816339745
"899",1.78,-0.74,-2.50779816339745
"900",2.55,-0.69,-3.29929816339745
"901",-0.07,0.69,0.772304842153311
"902",2.03,0.64,2.83499816339745
"903",3.06,0.25,3.90789816339745
"904",1.44,0.56,2.22899816339745
"905",0.65,0.79,1.51949816339745
"906",2.12,-0.63,-2.88849816339745
"907",2.41,-0.87,-3.05849816339745
"908",2.38,0.5,3.16539816339745
"909",0.6,0.16,1.50099816339745
"910",-0.25,-0.22,-0.332943941539315
"911",3,0.48,3.78579816339745
"912",0.28,0.2,1.15539816339745
"913",2.9,0.82,3.78779816339745
"914",-0.82,0.02,0.114748838409964
"915",0.58,0.51,1.36549816339745
"916",0.64,0.41,1.43349816339745
"917",0.96,0.38,1.75979816339745
"918",1.69,0.86,2.60499816339745
"919",1.23,-0.81,-1.91929816339745
"920",2.81,-0.41,-3.58729816339745
"921",2.13,-0.71,-2.87129816339745
"922",0.29,0.7,1.11539816339745
"923",2.13,0.4,2.92539816339745
"924",-0.09,-0.74,-0.664637435974361
"925",2.34,-0.89,-2.97329816339745
"926",2.98,-0.46,-3.76379816339745
"927",2.62,-0.31,-3.36929816339745
"928",0.74,0.1,1.68539816339745
"929",1.71,0.86,2.62499816339745
"930",1.96,-0.19,-2.64929816339745
"931",-0.15,0.37,0.602970114662169
"932",0.75,0.41,1.54349816339745
"933",2.89,-0.83,-3.56649816339745
"934",1.81,-0.4,-2.58539816339745
"935",1.36,0.2,2.23539816339745
"936",1.25,-0.79,-1.95129816339745
"937",-0.46,0.15,0.157868533739238
"938",-0.06,0.41,0.720076170977584
"939",0.07,0.56,0.858998163397448
"940",0.7,-0.74,-1.42779816339745
"941",2.64,0.53,3.42629816339745
"942",0.81,-0.1,-1.43539816339745
"943",0.03,0.25,0.877898163397448
"944",2.16,-0.84,-2.82979816339745
"945",2.99,0.19,3.87149816339745
"946",-0.39,0.26,0.294979635963465
"947",1.96,-0.2,-2.65539816339745
"948",-0.75,0.13,0.154030744831037
"949",-0.48,0.01,0.0108110046517964
"950",-0.4,0.77,0.68104491218585
"951",-0.38,0.77,0.684816752548259
"952",-0.02,-0.34,-0.730607979358115
"953",3,-0.87,-3.64849816339745
"954",0.16,0.7,0.985398163397448
"955",2.78,-0.4,-3.55539816339745
"956",2.08,-0.52,-2.86499816339745
"957",2.22,-0.18,-2.90299816339745
"958",1.43,0.24,2.28299816339745
"959",-0.46,-0.66,-0.388340924178493
"960",0.83,-0.33,-1.58649816339745
"961",1.51,-0.58,-2.28899816339745
"962",2.85,-0.15,-3.51289816339745
"963",1.1,-0.84,-1.76979816339745
"964",1.51,0.21,2.37949816339745
"965",0.94,0.65,1.74789816339745
"966",2.71,-0.66,-3.46979816339745
"967",-0.06,-0.62,-0.722057735902052
"968",-0.4,-0.07,-0.0778016433111215
"969",2.12,-0.49,-2.90529816339745
"970",0.34,0.26,1.18299816339745
"971",-0.07,0.26,0.707142557200263
"972",0.72,0.67,1.53429816339745
"973",1.98,0.43,2.77029816339745
"974",-0.72,-0.4,-0.148799663475129
"975",2.67,0.44,3.45899816339745
"976",1.21,-0.71,-1.95129816339745
"977",0.74,-0.3,-1.48539816339745
"978",1.34,-0.88,-1.98099816339745
"979",2.28,-0.29,-3.02129816339745
"980",2.26,-0.5,-3.04539816339745
"981",2.63,0.77,3.48829816339745
"982",0.02,-0.56,-0.801798163397448
"983",1.89,0.36,2.69499816339745
"984",0.99,0.37,1.79229816339745
"985",0.42,-0.52,-1.20499816339745
"986",-0.67,0.56,0.487389815574209
"987",1.97,-0.45,-2.75289816339745
"988",3.28,-0.45,-4.06289816339745
"989",-0.84,-0.12,0.0505233352740609
"990",-0.34,-0.68,-0.485837471246974
"991",3.12,-0.15,-3.78289816339745
"992",2.48,0.27,3.31829816339745
"993",-0.09,-0.63,-0.695845739163259
"994",-0.19,-0.49,-0.599792463408006
"995",-0.14,0.62,0.69274726916188
"996",2.52,-0.4,-3.29539816339745
"997",2.55,-0.63,-3.31849816339745
"998",2.01,0.27,2.84829816339745
"999",-0.28,0.74,0.689331924843383
"1000",1.98,0.52,2.76579816339745
"1001",1.91,-0.56,-2.69179816339745
"1002",0.77,-0.72,-1.50699816339745
"1003",-0.25,0.83,0.773683962884751
"1004",2.64,-0.78,-3.34699816339745
"1005",2.81,0.52,3.59579816339745
"1006",2.03,0.56,2.81899816339745
"1007",-0.53,0.05,0.0480773511457466
"1008",2.34,-0.6,-3.11539816339745
"1009",-0.39,0.22,0.259530738816612
"1010",-0.1,0.65,0.73392617730152
"1011",0.73,0.5,1.51539816339745
"1012",0.78,-0.68,-1.53299816339745
"1013",2.51,-0.34,-3.26979816339745
"1014",1.53,-0.19,-2.21929816339745
"1015",2.52,0.36,3.32499816339745
"1016",2.79,0.65,3.59789816339745
"1017",0.37,0.87,1.29229816339745
"1018",1.21,-0.63,-1.97849816339745
"1019",0.61,0.85,1.51789816339745
"1020",1.04,0.12,1.96979816339745
"1021",2.69,-0.7,-3.43539816339745
"1022",3.02,0.66,3.83099816339745
"1023",2.97,0.44,3.75899816339745
"1024",0.95,-0.42,-1.72899816339745
"1025",0.54,0.55,1.32789816339745
"1026",2.65,0.42,3.44179816339745
"1027",0.77,-0.4,-1.54539816339745
"1028",0.71,0.38,1.50979816339745
"1029",1.45,0.63,2.25229816339745
"1030",-0.15,-0.55,-0.647359851371555
"1031",0.73,0.57,1.52029816339745
"1032",1.92,-0.45,-2.70289816339745
"1033",0.2,-0.77,-0.912498163397448
"1034",2.46,-0.67,-3.21649816339745
"1035",2.45,0.16,3.35099816339745
"1036",-0.27,-0.15,-0.217018156425778
"1037",-0.17,0.01,0.138084047698597
"1038",-0.22,0.19,0.399989961972192
"1039",-0.39,-0.69,-0.442563195685309
"1040",2.22,0.77,3.07829816339745
"1041",0.1,-0.36,-0.865798163397448
"1042",1.39,0.28,2.22379816339745
"1043",2.43,0.61,3.22749816339745
"1044",3.28,-0.4,-4.05539816339745
"1045",2.55,-0.66,-3.30979816339745
"1046",2.27,-0.59,-3.04729816339745
"1047",-0.8,0.04,0.11557982208094
"1048",-0.13,-0.81,-0.603195572577849
"1049",0.42,0.35,1.22789816339745
"1050",2.54,-0.11,-3.17329816339745
"1051",2.72,0.11,3.65749816339745
"1052",1.52,0.62,2.31979816339745
"1053",0.91,-0.69,-1.65929816339745
"1054",2.96,-0.25,-3.68289816339745
"1055",3.32,-0.33,-4.07649816339745
"1056",-0.3,0.64,0.609006001585578
"1057",1.35,0.8,2.22539816339745
"1058",0.93,0.54,1.71699816339745
"1059",3.05,0.49,3.83549816339745
"1060",1.22,0.76,2.07299816339745
"1061",2.04,0.52,2.82579816339745
"1062",0.63,-0.38,-1.40099816339745
"1063",-0.22,-0.34,-0.489214882936429
"1064",1.25,-0.11,-1.88329816339745
"1065",-0.8,0.16,0.198454657750095
"1066",-0.25,-0.66,-0.56201645909434
"1067",-0.55,0.32,0.282054082797393
"1068",0.01,0.54,0.796998163397448
"1069",1.86,-0.65,-2.62289816339745
"1070",1.09,-0.22,-1.79699816339745
"1071",2.91,0.51,3.69549816339745
"1072",2.31,-0.88,-2.95099816339745
"1073",1.1,0.3,1.92539816339745
"1074",0.3,0.31,1.12149816339745
"1075",2.7,-0.58,-3.47899816339745
"1076",-0.01,0.41,0.781283525722892
"1077",0.32,-0.75,-1.04289816339745
"1078",0.17,-0.73,-0.902498163397448
"1079",1.07,0.25,1.91789816339745
"1080",2.45,0.51,3.23549816339745
"1081",0.22,0.75,1.06789816339745
"1082",1.39,0.23,2.24829816339745
"1083",2.01,0.86,2.92499816339745
"1084",2.29,-0.15,-2.95289816339745
"1085",2.67,-0.86,-3.32579816339745
"1086",0.92,-0.53,-1.70449816339745
"1087",1.88,-0.53,-2.66449816339745
"1088",1.92,0.21,2.78949816339745
"1089",2.4,0.33,3.21429816339745
"1090",-0.29,0.24,0.360937859890357
"1091",2.8,-0.77,-3.51249816339745
"1092",1.66,-0.52,-2.44499816339745
"1093",0.96,0.41,1.75349816339745
"1094",-0.05,-0.66,-0.72138282151395
"1095",1.37,0.87,2.29229816339745
"1096",1.89,-0.79,-2.59129816339745
"1097",2.98,0.63,3.78229816339745
"1098",-0.21,-0.76,-0.567383173949844
"1099",0.45,0.52,1.23579816339745
"1100",-0.77,-0.22,-0.0486619173234127
"1101",2.42,0.12,3.34979816339745
"1102",-0.73,0.06,0.0950421196738933
"1103",-0.51,0.35,0.314780669662452
"1104",2.14,0.76,2.99299816339745
"1105",1.91,-0.36,-2.67579816339745
"1106",1.27,-0.8,-1.96539816339745
"1107",0.5,-0.26,-1.22779816339745
"1108",2.6,-0.82,-3.28299816339745
"1109",3.38,0.61,4.17749816339745
"1110",2.62,0.73,3.45829816339745
"1111",2.87,0.74,3.71299816339745
"1112",0.59,-0.81,-1.27929816339745
"1113",-0.09,0.07,0.47950404191543
"1114",3.29,-0.66,-4.04979816339745
"1115",0.12,0.33,0.934298163397448
"1116",0.58,0.15,1.48789816339745
"1117",-0.16,0.2,0.507502722788358
"1118",1.93,0.11,2.86749816339745
"1119",1.65,-0.36,-2.41579816339745
"1120",2.33,-0.45,-3.11289816339745
"1121",1.13,-0.53,-1.91449816339745
"1122",1.68,0.35,2.48789816339745
"1123",-0.13,0.75,0.767800839847606
"1124",0.43,0.41,1.22349816339745
"1125",2.7,0.8,3.57539816339745
"1126",0.05,0.25,0.897898163397448
"1127",0.26,-0.35,-1.02289816339745
"1128",2.78,0.77,3.63829816339745
"1129",1.75,-0.35,-2.51289816339745
"1130",1.03,-0.7,-1.77539816339745
"1131",0.36,-0.75,-1.08289816339745
"1132",0.8,-0.76,-1.51779816339745
"1133",2.73,0.49,3.51549816339745
"1134",1.2,0.89,2.13749816339745
"1135",0.86,-0.8,-1.55539816339745
"1136",2.75,0.67,3.56429816339745
"1137",-0.62,0.47,0.401610943124875
"1138",0.2,0.71,1.02949816339745
"1139",0.53,-0.26,-1.25779816339745
"1140",-0.73,-0.31,-0.114885472410374
"1141",0.87,0.12,1.79979816339745
"1142",-0.44,-0.43,-0.37367574495209
"1143",0.19,0.61,0.987498163397448
"1144",1.82,-0.4,-2.59539816339745
"1145",3.18,0.75,4.02789816339745
"1146",0.14,0.86,1.05499816339745
"1147",0.91,-0.53,-1.69449816339745
"1148",0.57,-0.71,-1.31129816339745
"1149",-0.8,0.13,0.176952275550705
"1150",2.25,0.26,3.09299816339745
"1151",0.55,-0.29,-1.29129816339745
"1152",-0.35,-0.6,-0.483483138656759
"1153",-0.39,-0.25,-0.283669624725874
"1154",1.03,0.43,1.82029816339745
"1155",0.41,0.23,1.26829816339745
"1156",0.47,-0.47,-1.25449816339745
"1157",0.42,0.8,1.29539816339745
"1158",1.91,-0.14,-2.56579816339745
"1159",1.01,-0.79,-1.71129816339745
"1160",-0.36,-0.05,-0.0503586487364847
"1161",1.06,0.46,1.84699816339745
"1162",1.98,0.17,2.87429816339745
"1163",2.01,0.24,2.86299816339745
"1164",-0.02,-0.19,-0.637509425777759
"1165",-0.1,0.53,0.693703250157368
"1166",2.57,-0.64,-3.33579816339745
"1167",0.04,-0.72,-0.776998163397448
"1168",0.87,-0.22,-1.57699816339745
"1169",0.85,0.64,1.65499816339745
"1170",2.74,0.25,3.58789816339745
"1171",1.62,-0.21,-2.32129816339745
"1172",-0.68,0.42,0.366197514553623
"1173",2.01,0.53,2.79629816339745
"1174",1.2,0.1,2.14539816339745
"1175",-0.04,0.26,0.765214570440498
"1176",2.99,-0.22,-3.69699816339745
"1177",1.14,-0.78,-1.84699816339745
"1178",3.09,-0.15,-3.75289816339745
"1179",1.16,-0.79,-1.86129816339745
"1180",2.29,-0.29,-3.03129816339745
"1181",1.57,-0.33,-2.32649816339745
"1182",3.34,-0.39,-4.11329816339745
"1183",0.98,-0.41,-1.75729816339745
"1184",0.44,0.18,1.32779816339745
"1185",3.01,-0.71,-3.75129816339745
"1186",2.15,0.8,3.02539816339745
"1187",1.53,0.66,2.34099816339745
"1188",1.54,0.84,2.44099816339745
"1189",-0.28,-0.15,-0.212652191479721
"1190",1.61,0.52,2.39579816339745
"1191",3.05,0.83,3.94429816339745
"1192",1.83,0.85,2.73789816339745
"1193",0.95,-0.46,-1.73379816339745
"1194",-0.46,0.68,0.59104350458482
"1195",0.52,-0.24,-1.23779816339745
"1196",1.88,-0.28,-2.61699816339745
"1197",0.88,-0.79,-1.58129816339745
"1198",1.21,0.23,2.06829816339745
"1199",2.89,-0.25,-3.61289816339745
"1200",2.77,-0.44,-3.55179816339745
"1201",0.83,-0.9,-1.45539816339745
"1202",2.38,-0.42,-3.15899816339745
"1203",-0.4,0.34,0.352870842184841
"1204",2.38,0.43,3.17029816339745
"1205",-0.54,-0.48,-0.3138168450684
"1206",3.08,-0.64,-3.84579816339745
"1207",1.73,0.84,2.63099816339745
"1208",1.89,-0.3,-2.63539816339745
"1209",2.28,0.65,3.08789816339745
"1210",1.64,0.81,2.52149816339745
"1211",3.18,0.81,4.06149816339745
"1212",0.63,0.67,1.44429816339745
"1213",1,0.12,1.92979816339745
"1214",2.77,0.17,3.66429816339745
"1215",1.93,0.14,2.84499816339745
"1216",1.62,0.8,2.49539816339745
"1217",1.17,0.27,2.00829816339745
"1218",-0.38,0.35,0.372439038279917
"1219",2.07,0.24,2.92299816339745
"1220",-0.44,-0.59,-0.409309018694982
"1221",2.72,-0.64,-3.48579816339745
"1222",-0.75,-0.25,-0.0764446922404159
"1223",1.14,-0.12,-1.78099816339745
"1224",-0.33,0.68,0.624947343220745
"1225",0.14,0.69,0.961498163397448
"1226",0.11,-0.21,-0.811298163397448
"1227",-0.27,-0.2,-0.291880351397575
"1228",1.78,-0.58,-2.55899816339745
"1229",0.87,0.37,1.67229816339745
"1230",2.36,-0.36,-3.12579816339745
"1231",0.31,0.12,1.23979816339745
"1232",0.9,0.72,1.73379816339745
"1233",1.22,0.75,2.06789816339745
"1234",1.17,0.22,2.03379816339745
"1235",-0.13,-0.42,-0.631671536722004
"1236",1.93,-0.85,-2.59289816339745
"1237",1.26,0.4,2.05539816339745
"1238",2.25,0.79,3.11949816339745
"1239",-0.46,-0.49,-0.378869613924475
"1240",2.29,-0.61,-3.06329816339745
"1241",2.57,0.17,3.46429816339745
"1242",1.14,0.69,1.96149816339745
"1243",1.58,-0.8,-2.27539816339745
"1244",-0.04,0.6,0.76238222637462
"1245",3.1,-0.4,-3.87539816339745
"1246",0.65,0.42,1.44179816339745
"1247",2.43,-0.36,-3.19579816339745
"1248",-0.23,-0.47,-0.557306777191396
"1249",2.54,-0.83,-3.21649816339745
"1250",2.17,-0.13,-2.81849816339745
"1251",2.09,0.85,2.99789816339745
"1252",1.56,-0.85,-2.22289816339745
"1253",1.66,0.19,2.54149816339745
"1254",0.33,0.75,1.17789816339745
"1255",1.22,-0.49,-2.00529816339745
"1256",-0.35,-0.79,-0.444333725492324
"1257",2.94,-0.32,-3.69299816339745
"1258",0.57,0.69,1.39149816339745
"1259",2.41,0.8,3.28539816339745
"1260",3.01,0.68,3.82779816339745
"1261",2.13,-0.86,-2.78579816339745
"1262",2.09,0.76,2.94299816339745
"1263",2.49,0.85,3.39789816339745
"1264",2.27,0.66,3.08099816339745
"1265",0.99,0.22,1.85379816339745
"1266",0.75,-0.31,-1.49929816339745
"1267",0.23,0.56,1.01899816339745
"1268",3.15,0.58,3.94179816339745
"1269",1.07,0.43,1.86029816339745
"1270",2.72,-0.81,-3.40929816339745
"1271",0.93,0.86,1.84499816339745
"1272",2.82,-0.41,-3.59729816339745
"1273",0.53,0.67,1.34429816339745
"1274",1.87,0.39,2.66749816339745
"1275",0.1,0.52,0.885798163397448
"1276",2.85,0.53,3.63629816339745
"1277",1.75,-0.15,-2.41289816339745
"1278",0.41,-0.21,-1.11129816339745
"1279",-0.64,-0.19,-0.116201350166019
"1280",0.77,-0.64,-1.53579816339745
"1281",0.49,-0.74,-1.21779816339745
"1282",1.44,-0.84,-2.10979816339745
"1283",2.25,0.25,3.09789816339745
"1284",1.98,-0.23,-2.69249816339745
"1285",0.53,0.81,1.41149816339745
"1286",-0.01,0.64,0.797208178855
"1287",2.18,0.19,3.06149816339745
"1288",0.83,0.19,1.71149816339745
"1289",1.96,0.21,2.82949816339745
"1290",2.15,0.17,3.04429816339745
"1291",2.23,-0.48,-3.01499816339745
"1292",0.11,0.55,0.897898163397448
"1293",2.2,0.12,3.12979816339745
"1294",0.88,0.6,1.67539816339745
"1295",1.04,-0.43,-1.82049816339745
"1296",2.95,0.88,3.87979816339745
"1297",-0.08,-0.1,-0.309690177034329
"1298",1.56,-0.82,-2.24299816339745
"1299",0.32,-0.67,-1.07649816339745
"1300",1.58,0.73,2.41829816339745
"1301",0.8,-0.39,-1.57329816339745
"1302",0.76,-0.48,-1.54499816339745
"1303",-0.45,0.74,0.646235014285974
"1304",2.41,0.25,3.25789816339745
"1305",-0.49,-0.44,-0.340702250088186
"1306",1.84,-0.23,-2.55249816339745
"1307",2.18,-0.52,-2.96499816339745
"1308",1.15,0.6,1.94539816339745
"1309",1.54,0.8,2.41539816339745
"1310",0.48,-0.63,-1.24849816339745
"1311",0.77,0.38,1.56979816339745
"1312",1.73,0.13,2.65229816339745
"1313",0.06,0.59,0.853498163397448
"1314",3.14,0.24,3.99299816339745
"1315",0.81,-0.74,-1.53779816339745
"1316",1.95,-0.87,-2.59849816339745
"1317",2.38,0.47,3.16629816339745
"1318",2.81,0.45,3.59789816339745
"1319",0.81,0.9,1.75539816339745
"1320",1.15,0.81,2.03149816339745
"1321",-0.43,-0.79,-0.376612731034863
"1322",1.24,-0.84,-1.90979816339745
"1323",1.69,-0.89,-2.32329816339745
"1324",1.65,-0.43,-2.43049816339745
"1325",-0.22,0.6,0.629013954048854
"1326",0.13,0.19,1.01149816339745
"1327",-0.56,-0.34,-0.248761101429864
"1328",0.13,0.79,0.999498163397448
"1329",2.69,0.42,3.48179816339745
"1330",0.11,-0.23,-0.822498163397448
"1331",2.92,0.86,3.83499816339745
"1332",3.35,0.48,4.13579816339745
"1333",0.54,-0.69,-1.28929816339745
"1334",-0.62,-0.49,-0.25015920297328
"1335",3.21,-0.82,-3.89299816339745
"1336",1.2,0.23,2.05829816339745
"1337",1.2,-0.74,-1.92779816339745
"1338",1.84,0.62,2.63979816339745
"1339",0.05,0.81,0.931498163397448
"1340",-0.03,-0.66,-0.736867990053017
"1341",1.61,0.56,2.39899816339745
"1342",2.47,0.84,3.37099816339745
"1343",1.96,-0.68,-2.71299816339745
"1344",1.23,-0.54,-2.01379816339745
"1345",2.79,-0.86,-3.44579816339745
"1346",0.35,-0.64,-1.11579816339745
"1347",-0.28,-0.11,-0.147498987133618
"1348",1.7,-0.27,-2.43249816339745
"1349",1.2,0.65,2.00789816339745
"1350",-0.51,0.1,0.0971995380205214
"1351",-0.27,0.55,0.569924981837278
"1352",1.51,-0.72,-2.24699816339745
"1353",1,-0.13,-1.64849816339745
"1354",2.93,0.84,3.83099816339745
"1355",0.15,0.21,1.01949816339745
"1356",0.99,-0.73,-1.72249816339745
"1357",2.99,0.31,3.81149816339745
"1358",2.13,0.8,3.00539816339745
"1359",1.13,-0.71,-1.87129816339745
"1360",0.57,0.33,1.38429816339745
"1361",3.39,0.49,4.17549816339745
"1362",0.36,0.61,1.15749816339745
"1363",0.58,0.87,1.50229816339745
"1364",2.67,-0.76,-3.38779816339745
"1365",-0.05,0.81,0.85163133546688
"1366",1.5,-0.25,-2.22289816339745
"1367",-0.69,0.41,0.359652303573273
"1368",3.13,-0.47,-3.91449816339745
"1369",3.14,0.47,3.92629816339745
"1370",1.11,-0.71,-1.85129816339745
"1371",2.33,0.1,3.27539816339745
